critic,fresh,imdb,link,publication,quote,review_date,rtid,title
Roger Ebert,fresh,0264578,http://www.rogerebert.com/reviews/the-endurance-2002,Chicago Sun-Times,"Footage from a remarkable silent documentary has been combined with new photography, music and a narration to produce an even more remarkable sound documentary.",2002-01-04 00:00:00,9513,The Endurance
John Petrakis,fresh,0264578,http://metromix.chicagotribune.com/search/mmx-14693_lgcy.story,Chicago Tribune,"Most of all, it is a salute to Shackleton himself, whose calm and grace under extreme pressure helped guarantee that not a single crew member would be lost.",2002-01-03 00:00:00,9513,The Endurance
Terry Lawson,fresh,0264578,http://ae.freep.com/entertainment/ui/michigan/movie.html?id=48116&reviewId=6811,Detroit Free Press,"Those who see Endurance, however, are not likely soon to forget what they see, even if they have some difficulty imagining how it could be possibly be true.",2001-12-21 00:00:00,9513,The Endurance
Dick Kreck,fresh,0264578,"http://www.denverpost.com/Stories/0,1002,82%257E285460,00.html",Denver Post,Anyone interested in great stories should be interested in this one.,2001-12-21 00:00:00,9513,The Endurance
Jane Sumner,fresh,0264578,http://dfw.citysearch.com/E/M/DALTX/0000/28/99/cs1.html,Dallas Morning News,A triumph.,2001-12-13 00:00:00,9513,The Endurance
Richard Roeper,fresh,0264578,http://apps.tvplex.go.com/ebertandthemovies/audioplayer.cgi?file=the_endurance,Ebert & Roeper,"It's worth seeking out, definitely.",2001-11-27 00:00:00,9513,The Endurance
Moira MacDonald,fresh,0264578,http://seattletimes.nwsource.com/html/artsentertainment/134366896_endurance16.html,Seattle Times,"Aimed at a more adult audience than Adventure, Endurance has a haunting, melancholy quality.",2001-11-16 00:00:00,9513,The Endurance
Douglas Cruickshank,fresh,0264578,http://www.salon.com/ent/movies/review/2001/10/26/endurance,Salon.com,A gripping documentary tells the wrenching story of a 1914 polar expedition that was hell on ice.,2001-10-27 00:00:00,9513,The Endurance
Gene Seymour,fresh,0264578,http://newsday.com/entertainment/movies/ny-etendur2421416oct19.story?coll=ny%2Dmoviereview%2Dheadlines,Newsday,"The added material does little to diminish the story's epic punch and, if anything, magnifies its elegiac grandeur.",2001-10-19 00:00:00,9513,The Endurance
Stephen Holden,rotten,0166252,http://www.nytimes.com/library/film/052199letter-film-review.html,New York Times,Bland dialogue and dull sitcom acting!,2000-01-01 00:00:00,11472,The Love Letter
Kevin Thomas,fresh,0166252,"http://www.calendarlive.com/movies/reviews/cl-movie990520-2,0,5612923.story",Los Angeles Times,A romantic comedy of much charm and wisdom!,2000-01-01 00:00:00,11472,The Love Letter
Susan Stark,rotten,0166252,http://data.detnews.com/movies/details.hbs?myrec=769,Detroit News,"A scattershot account of unexpected, confusing romantic love that spreads like a virus!",2000-01-01 00:00:00,11472,The Love Letter
Mick LaSalle,fresh,0166252,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1999/05/21/DD69497.DTL,San Francisco Chronicle,A nice old-fashioned romance -- how refreshing.,2000-01-01 00:00:00,11472,The Love Letter
Owen Gleiberman,rotten,0166252,"http://www.ew.com/ew/article/0,,273529,00.html",Entertainment Weekly,"It wants to revel in rapture and grand illusions and timeless dreams, yet its vision of love is overly graphed out and willed.",2000-01-01 00:00:00,11472,The Love Letter
Derek Elley,rotten,0149723,http://www.variety.com/review/VE1117913345.html?categoryid=31&cs=1,Variety,"Bertolucci and co-writer Clare Peploe seem intent on deconstructing the story's interesting elements at every turn, substituting woolliness for clarity, atmospherics for real emotion and an often condescending, armchair-liberal naivete for real political",2007-12-07 00:00:00,15117,Besieged
,fresh,0149723,http://www.timeout.com/film/reviews/67643/besieged.html,Time Out,"It's a film about the limits of art, about civilization at this moment of flux, and about a gentle connection between a man and a woman.",2006-01-26 00:00:00,15117,Besieged
Jeff Millar,fresh,0149723,http://www.chron.com/cs/CDA/moviestory.mpl/ae/movies/reviews/271142,Houston Chronicle,"This is a deeply engrossing, often exquisite film by someone who knows visuals. It's sensory, sensual, handmade.",2005-07-21 00:00:00,15117,Besieged
Rick Groen,fresh,0149723,http://www.globeandmail.com/servlet/ArticleNews/movie/MOVIEREVIEWS/19990521/TARICKK,Globe and Mail,What an unexpected gift.,2002-03-19 00:00:00,15117,Besieged
Daniel Mangin,rotten,0149723,http://www.salon.com/ent/movies/review/1999/05/21/besieged,Salon.com,"Given Bertolucci's impish leanings, the self-referential sequences may merely be gags. If so, they're among a half-dozen others that backfire.",2001-12-19 00:00:00,15117,Besieged
Kevin Thomas,fresh,0149723,"http://www.calendarlive.com/movies/reviews/cl-movie990520-3,0,5678460.story",Los Angeles Times,A film that combines a stunning sensuality with a rigorous economy.,2001-02-14 00:00:00,15117,Besieged
Bob Graham,fresh,0149723,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1999/06/11/DD40210.DTL,San Francisco Chronicle,Completely satisfying.,2000-01-01 00:00:00,15117,Besieged
Roger Ebert,rotten,0149723,http://www.rogerebert.com/reviews/besieged-1999,Chicago Sun-Times,"How can a director of such sophistication, in a film of such stylistic grace, tell such a shallow and evasive story?",2000-01-01 00:00:00,15117,Besieged
Jonathan Rosenbaum,fresh,0149723,http://www.jonathanrosenbaum.com/?p=6477,Chicago Reader,"I look forward to seeing it again, much as I would return to a favorite piece of music.",2000-01-01 00:00:00,15117,Besieged
Stephen Holden,fresh,0149723,http://movies.nytimes.com/movie/review?res=9506E7D91E3EF932A15756C0A96F958260&partner=Rotten Tomatoes,New York Times,A purposefully romantic exploration of the nonverbal connections between people that can blossom into love.,2000-01-01 00:00:00,15117,Besieged
James Berardinelli,rotten,0149723,http://www.reelviews.net/movies/b/besieged.html,ReelViews,"The film is a moderately involving, oddly lighthearted look at the connection between love, obsession, and sacrifice that is somewhat marred by instances of overwrought acting and bad dialogue.",2000-01-01 00:00:00,15117,Besieged
Roger Ebert,rotten,0120680,http://www.rogerebert.com/reviews/frogs-for-snakes-1999,Chicago Sun-Times,"Not a film so much as a filmed idea. That could be interesting, but alas it is a very bad idea.",2000-01-01 00:00:00,17975,Frogs For Snakes
David Fear,fresh,0059643,http://www.timeout.com/film/newyork/reviews/74009/the_saragossa_manuscript.html,Time Out New York,"The director's eye for baroque black-and-white imagery puts him behind only Bava and Welles, while the film's sharp social satire gives heft to its ambition.",2008-04-03 00:00:00,19802,The Saragossa Manuscript
J. Hoberman,fresh,0059643,"http://www.villagevoice.com/film/0814,blow-your-mind-at-bam,396127,20.html",Village Voice,"By any standard, a long strange trip.",2008-04-02 00:00:00,19802,The Saragossa Manuscript
Derek Adams,fresh,0059643,http://www.timeout.com/film/reviews/74009/the_saragossa_manuscript.html,Time Out,Infus[es] a similar unearthly cadenceo the swashbuckling genre that Jodorowski did to the western with El Topo.,2006-06-24 00:00:00,19802,The Saragossa Manuscript
Stephen Holden,fresh,0059643,http://movies.nytimes.com/movie/review?res=9504EEDC1F31E73BBC4F53DFB2668389669EDE&partner=Rotten Tomatoes,New York Times,"These trials suggest a goofy, sprawling, all-purpose allegory so overstuffed with symbolism that it plays as a kind of epic spoof of the form.",2000-01-01 00:00:00,19802,The Saragossa Manuscript
Susan Stark,rotten,0120616,http://data.detnews.com/movies/details.hbs?myrec=763,Detroit News,The Mummy fails to reconcile image and tone!,2000-01-01 00:00:00,10585,The Mummy
Lisa Schwarzbaum,fresh,0120616,"http://www.ew.com/ew/article/0,,20185494,00.html",Entertainment Weekly,An aggressively eye-popping horror film!,2000-01-01 00:00:00,10585,The Mummy
Roger Ebert,fresh,0120616,http://www.rogerebert.com/reviews/the-mummy-1999,Chicago Sun-Times,"There is hardly a thing I can say in its favor, except that I was cheered by nearly every minute of it.",2000-01-01 00:00:00,10585,The Mummy
Todd McCarthy,rotten,0120616,http://www.variety.com/review/VE1117499718.html?categoryid=31&cs=1,Variety,"Tries to have it both ways, sending up the adventure genre for laughs while also going for some mild shocks, but the sand slips through its fingers on both counts.",2000-01-01 00:00:00,10585,The Mummy
Stephen Holden,rotten,0120616,http://movies.nytimes.com/movie/review?res=9E06E0D7103CF934A35756C0A96F958260&partner=Rotten Tomatoes,New York Times,A gaudy comic video game splashed onto the screen!,2000-01-01 00:00:00,10585,The Mummy
Susan Stark,rotten,0120616,http://data.detnews.com/movies/details.hbs?myrec=763,Detroit News,The Mummy fails to reconcile image and tone!,2000-01-01 00:00:00,10585,The Mummy
Lisa Schwarzbaum,fresh,0120616,"http://www.ew.com/ew/article/0,,20185494,00.html",Entertainment Weekly,An aggressively eye-popping horror film!,2000-01-01 00:00:00,10585,The Mummy
Roger Ebert,fresh,0120616,http://www.rogerebert.com/reviews/the-mummy-1999,Chicago Sun-Times,"There is hardly a thing I can say in its favor, except that I was cheered by nearly every minute of it.",2000-01-01 00:00:00,10585,The Mummy
Todd McCarthy,rotten,0120616,http://www.variety.com/review/VE1117499718.html?categoryid=31&cs=1,Variety,"Tries to have it both ways, sending up the adventure genre for laughs while also going for some mild shocks, but the sand slips through its fingers on both counts.",2000-01-01 00:00:00,10585,The Mummy
Stephen Holden,rotten,0120616,http://movies.nytimes.com/movie/review?res=9E06E0D7103CF934A35756C0A96F958260&partner=Rotten Tomatoes,New York Times,A gaudy comic video game splashed onto the screen!,2000-01-01 00:00:00,10585,The Mummy
David Jenkins,rotten,0859163,http://www.timeout.com/film/reviews/85620/the-mummy-tomb-of-the-dragon-emperor.html,Time Out,"Making the farcical tenor of the recent Indiana Jones film feel like a paragon of dramatic and archaeological integrity, this phoned-in action threequel doesn't even have the good grace to deliver on its title and feature any mummies",2008-08-08 00:00:00,770671522,The Mummy: Tomb of the Dragon Emperor
Andrea Gronvall,rotten,0859163,http://onfilm.chicagoreader.com/movies/briefs/33378_MUMMY_TOMB_OF_THE_DRAGON_EMPEROR.html,Chicago Reader,"For a movie about the undead, this lacks any supernatural chills, and by the time its obligatory final showdown arrives, it seems as hollow as the terra cotta soldiers brought to life by CGI.",2008-08-01 00:00:00,770671522,The Mummy: Tomb of the Dragon Emperor
Joe Morgenstern,rotten,0859163,http://online.wsj.com/article/SB121754141052502239.html?mod=2_1168_1,Wall Street Journal,The best news about this clangorous clunker is that it may well have vanquished the Mummy franchise.,2008-08-01 00:00:00,770671522,The Mummy: Tomb of the Dragon Emperor
Mike Clark,rotten,0859163,http://www.usatoday.com/life/movies/reviews/2008-07-31-mummy-dragon-emperor_N.htm,USA Today,"Remarkably, the plot has much in common with Hellboy II: The Golden Army, yet that bundle of fun has enough vision to make even its Barry Manilow interlude seem appropriate.",2008-08-01 00:00:00,770671522,The Mummy: Tomb of the Dragon Emperor
Peter Howell,rotten,0859163,http://www.thestar.com/entertainment/article/470843,Toronto Star,The story is no more than a thread stitching set pieces of increasing implausibility and ineptitude.,2008-08-01 00:00:00,770671522,The Mummy: Tomb of the Dragon Emperor
Richard Corliss,rotten,0859163,"http://www.time.com/time/arts/article/0,8599,1828343,00.html",TIME Magazine,"This Mummy movie is really two movies: a good adventure epic, with all the Chinese people, and a wan one, with O'Connells and the other the Westerners.",2008-08-01 00:00:00,770671522,The Mummy: Tomb of the Dragon Emperor
Mark Rahner,rotten,0859163,http://seattletimes.nwsource.com/html/movies/2008082325_mr01mummy.html,Seattle Times,"If movies were people, The Mummy: Tomb of the Dragon Emperor would be a total bimbo: nice-looking and kind of fun sometimes, but so unbearably empty and dumb that it doesn't matter.",2008-08-01 00:00:00,770671522,The Mummy: Tomb of the Dragon Emperor
Stephanie Zacharek,rotten,0859163,http://www.salon.com/ent/movies/review/2008/08/01/the_mummy/index.html,Salon.com,Tomb of the Dragon Emperor is more of the same -- and yet less.,2008-08-01 00:00:00,770671522,The Mummy: Tomb of the Dragon Emperor
Roger Moore,rotten,0859163,"http://www.orlandosentinel.com/entertainment/movies/orl-sl-review-mummy,0,5161814.storylink",Orlando Sentinel,"The action beats are the same as the earlier Mummys -- with planes, guns, digital creatures and vast armies of the risen-dead having at it. The missing ingredient here seems to be the fun.",2008-08-01 00:00:00,770671522,The Mummy: Tomb of the Dragon Emperor
Stephen Whitty,rotten,0859163,http://www.nj.com/entertainment/tv/index.ssf/2008/07/driedup_mummy_best_left_in_the.html,Newark Star-Ledger,This movie wasn't so much created as calculated.,2008-08-01 00:00:00,770671522,The Mummy: Tomb of the Dragon Emperor
Stephen Holden,rotten,0859163,http://movies.nytimes.com/2008/08/01/movies/01mumm.html?partner=Rotten Tomatoes&ei=5083,New York Times,"The third installment of the Mummy franchise, Tomb of the Dragon Emperor, is by far the weakest.",2008-08-01 00:00:00,770671522,The Mummy: Tomb of the Dragon Emperor
Kyle Smith,rotten,0859163,http://www.nypost.com/seven/08012008/entertainment/movies/mummy_ache_122465.htm?page=0,New York Post,"What's with outsourcing mummies to China? Do the undead work for lower wages there? Did Crouching Tiger, Hidden Dragon take place on the Nile?",2008-08-01 00:00:00,770671522,The Mummy: Tomb of the Dragon Emperor
Elizabeth Weitzman,rotten,0859163,http://www.nydailynews.com/entertainment/movies/2008/08/01/2008-08-01_the_mummy_tomb_of_the_dragon_emperor_is_.html,New York Daily News,"'Here we go again,' sighs adventurer Rick O'Connell in The Mummy: Tomb of the Dragon Emperor, and he's not the only one to notice that things are starting to look awfully familiar.",2008-08-01 00:00:00,770671522,The Mummy: Tomb of the Dragon Emperor
Rene Rodriguez,rotten,0859163,http://www.miami.com/the-mummy-tomb-of-the-dragon-emperor-pg-13-article,Miami Herald,"As the shape-shifting baddie, Li spends most of the movie running around under extensive digital makeup, which renders his casting pointless, since it could be anybody under there. He also, at one point, turns into a giant three-headed dragon. No, really.",2008-08-01 00:00:00,770671522,The Mummy: Tomb of the Dragon Emperor
Kenneth Turan,rotten,0859163,"http://www.calendarlive.com/movies/la-et-mummy1-2008aug01,0,6366007.story",Los Angeles Times,"If it weren't for all that inept banter, this might have been a different film indeed.",2008-08-01 00:00:00,770671522,The Mummy: Tomb of the Dragon Emperor
Amy Biancolli,rotten,0859163,http://www.chron.com/disp/story.mpl/ent/movies/reviews/5917920.html,Houston Chronicle,"It's serviceable summer twaddle, but you might as well see Hellboy II: The Golden Army -- similar plot, much better film.",2008-08-01 00:00:00,770671522,The Mummy: Tomb of the Dragon Emperor
Dave Kehr,fresh,0082766,http://onfilm.chicagoreader.com/movies/capsules/6290_MOMMIE_DEAREST,Chicago Reader,"It's rich, stimulating thought in spite of itself.",2007-10-30 00:00:00,10257,Mommie Dearest
Jonathan Rosenbaum,fresh,0082766,http://onfilm.chicagoreader.com/movies/capsules/16450_MOMMIE_DEAREST,Chicago Reader,"Director Frank Perry, who collaborated with three others (including producer Frank Yablans) on the script, gives it all a certain crazed conviction.",2007-10-30 00:00:00,10257,Mommie Dearest
Variety Staff,rotten,0082766,http://www.variety.com/review/VE1117793196.html?categoryid=31&cs=1,Variety,"Dunaway does not chew scenery. Dunaway starts neatly at each corner of the set in every scene and swallows it whole, costars and all.",2007-10-30 00:00:00,10257,Mommie Dearest
,rotten,0082766,http://www.timeout.com/film/reviews/73399/mommie_dearest.html,Time Out,"Really no dafter, perhaps, than some of Joanie's own Warner Bros melodramas; the trouble is, it thinks it's Art.",2006-06-24 00:00:00,10257,Mommie Dearest
Roger Ebert,rotten,0082766,http://www.rogerebert.com/reviews/mommie-dearest-1981,Chicago Sun-Times,I can't imagine who would want to subject themselves to this movie.,2004-10-23 00:00:00,10257,Mommie Dearest
Janet Maslin,rotten,0082766,http://movies.nytimes.com/movie/review?res=9A05E7DF153BF93BA2575AC0A967948260&partner=Rotten Tomatoes,New York Times,"There is nothing to string the episodes together into a coherent drama, and no insight into Miss Crawford herself.",2004-08-30 00:00:00,10257,Mommie Dearest
Pauline Kael,rotten,0078346,http://www.newyorker.com/archive/1979/01/01/1979_01_01_054_TNY_CARDS_000113452?currentPage=all,New Yorker,Superman doesn't have enough conviction or courage to be solidly square and dumb; it keeps pushing smarmy big emotions at us -- but half-heartedly.,2013-01-15 00:00:00,2849381,Superman
Judith Martin,fresh,0078346,http://www.washingtonpost.com/wp-dyn/articles/A26699-2004Oct12.html,Washington Post,"It's the simple, earth-bound quality of the film that makes this comic-book fantasy soar.",2010-07-14 00:00:00,2849381,Superman
Dave Kehr,rotten,0078346,http://onfilm.chicagoreader.com/movies/capsules/11755_SUPERMAN,Chicago Reader,"The film is best when it takes itself seriously, worst when it takes the easy way out in giggly camp -- as it does, finally and fatally, when Lex Luthor enters the action.",2007-04-17 00:00:00,2849381,Superman
Geoff Andrew,fresh,0078346,http://www.timeout.com/film/reviews/75658/superman.html,Time Out,"By keeping the spectacular possibilities open, through the opening scenes of the destruction of Krypton, and the subsequent growth to manhood of the planet's only son on the plains of the Midwest, the film allows naivete and knowingness to coexist.",2006-06-24 00:00:00,2849381,Superman
Vincent Canby,fresh,0078346,http://movies.nytimes.com/movie/review?res=990CE1DB1E30E632A25756C1A9649D946990D6CF&partner=Rotten Tomatoes,New York Times,"Superman is good, clean, simple-minded fun...",2005-05-09 00:00:00,2849381,Superman
Roger Ebert,fresh,0078346,http://www.rogerebert.com/reviews/superman,Chicago Sun-Times,Superman is a pure delight...,2004-10-23 00:00:00,2849381,Superman
James Harwood,fresh,0078346,http://www.variety.com/review/VE1117795350.html?categoryid=31&cs=1,Variety,"Magnify James Bond's extraordinary physical powers while curbing his sex drive and you have the essence of Superman, a wonderful, chuckling, preposterously exciting fantasy.",2001-02-13 00:00:00,2849381,Superman
James Berardinelli,fresh,0078346,http://www.reelviews.net/php_review_template.php?identifier=736,ReelViews,"Along with its 1980 sequel, no live-action version has so effectively captured the essence of the characters.",2000-01-01 00:00:00,2849381,Superman
Richard Schickel,fresh,0081573,"http://www.time.com/time/magazine/article/0,9171,922577,00.html",TIME Magazine,"Let's face it, times change, and Superman and friend have sweetly embraced the spirit of the '80s as well as each other.",2013-04-12 00:00:00,10656,Superman II
Dave Kehr,fresh,0081573,http://onfilm.chicagoreader.com/movies/capsules/11762_SUPERMAN_TWO,Chicago Reader,As good a matinee movie as could be imagined.,2007-04-17 00:00:00,10656,Superman II
Variety Staff,fresh,0081573,http://www.variety.com/review/VE1117795351.html?categoryid=31&cs=1,Variety,"A solid, classy, cannily constructed piece of entertainment which gets down to action almost immediately.",2007-04-17 00:00:00,10656,Superman II
Geoff Andrew,fresh,0081573,http://www.timeout.com/film/reviews/75659/superman_ii.html,Time Out,The combination of Richard Donner's superb original casting and visual attack with Lester's wit and his ear for sound proves a pretty formidable alliance.,2006-02-09 00:00:00,10656,Superman II
Roger Ebert,fresh,0081573,http://www.rogerebert.com/reviews/superman-ii-1981,Chicago Sun-Times,"Superman II begins in midstream, and never looks back...",2004-10-23 00:00:00,10656,Superman II
Janet Maslin,fresh,0081573,http://movies.nytimes.com/movie/review?res=9402E3DC103BF93AA25755C0A967948260&partner=Rotten Tomatoes,New York Times,Superman II is a marvelous toy.,2004-08-30 00:00:00,10656,Superman II
James Berardinelli,fresh,0081573,http://www.reelviews.net/php_review_template.php?identifier=737,ReelViews,Both Kidder and Reeve shine.,2000-01-01 00:00:00,10656,Superman II
Variety Staff,rotten,0086393,http://www.variety.com/review/VE1117795352.html?categoryid=31&cs=1,Variety,"Putting its emphasis on broad comedy at the expense of ingenious plotting and technical wizardry, it has virtually none of the mythic or cosmic sensibility that marked its predecessors.",2009-03-26 00:00:00,12037,Superman III
Geoff Andrew,fresh,0086393,http://www.timeout.com/film/reviews/75660/superman_iii.html,Time Out,"Enjoyable, nevertheless.",2006-06-24 00:00:00,12037,Superman III
Roger Ebert,rotten,0086393,http://www.rogerebert.com/reviews/superman-iii-1983,Chicago Sun-Times,"It's a cinematic comic book, shallow, silly, filled with stunts and action, without much human interest.",2004-10-23 00:00:00,12037,Superman III
Janet Maslin,rotten,0086393,http://movies.nytimes.com/movie/review?res=9E02E5D9103BF934A25755C0A965948260&partner=Rotten Tomatoes,New York Times,"Anyone who has been following the Superman saga will find this installment enjoyable enough, but some of the magic is missing.",2004-08-30 00:00:00,12037,Superman III
Variety Staff,rotten,0094074,http://www.variety.com/review/VE1117795353.html?categoryid=31&cs=1,Variety,"The earlier films in the series were far from perfect, but at their best they had some flair and agreeable humor, qualities this one sorely lacks.",2009-03-26 00:00:00,11847,Superman IV: The Quest for Peace
Pat Graham,rotten,0094074,http://onfilm.chicagoreader.com/movies/capsules/11754_SUPERMAN_FOUR_THE_QUEST_FOR_PEACE,Chicago Reader,"By ordinary movie standards it's awful, but fans of cinematic dementia should have fun for about half an hour.",2007-04-17 00:00:00,11847,Superman IV: The Quest for Peace
Geoff Andrew,rotten,0094074,http://www.timeout.com/film/reviews/75661/superman_iv-the_quest_for_peace.html,Time Out,About as dreary as a summit conference in Belgium.,2006-02-09 00:00:00,11847,Superman IV: The Quest for Peace
Janet Maslin,fresh,0094074,http://movies.nytimes.com/movie/review?res=9B0DEED6103AF936A15754C0A961948260&partner=Rotten Tomatoes,New York Times,The Superman series gets more and more whimsically outrageous as it goes along.,2003-05-20 00:00:00,11847,Superman IV: The Quest for Peace
Rita Kempley,rotten,0094074,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/supermanivthequestforpeacepgkempley_a0ca6d.htm,Washington Post,One of the cheesiest movies ever made.,2000-01-01 00:00:00,11847,Superman IV: The Quest for Peace
Desson Thomson,rotten,0094074,http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/supermanivthequestforpeacepghowe_a0c8a7.htm,Washington Post,"More sluggish than a funeral barge, cheaper than a sale at K mart, it's a nerd, it's a shame, it's Superman IV.",2000-01-01 00:00:00,11847,Superman IV: The Quest for Peace
,fresh,0021814,"http://www.time.com/time/magazine/article/0,9171,930384,00.html?iid=chix-sphere",TIME Magazine,"An exciting melodrama, not as good as it ought to be but a cut above the ordinary trapdoor-and-winding-sheet type of mystery film.",2008-10-15 00:00:00,18413,Dracula
Variety Staff,fresh,0021814,http://www.variety.com/review/VE1117790537.html?categoryid=31&cs=1,Variety,A sublimated ghost story related with all surface seriousness and above all with a remarkably effective background of creepy atmosphere.,2008-10-07 00:00:00,18413,Dracula
Dave Kehr,fresh,0021814,http://onfilm.chicagoreader.com/movies/capsules/2859_DRACULA,Chicago Reader,"The opening scenes, set in Dracula's castle, are magnificent -- grave, stately, and severe. But the film becomes unbearably static once the action moves to England.",2007-09-25 00:00:00,18413,Dracula
Tom Milne,fresh,0021814,http://www.timeout.com/film/reviews/65736/dracula.html,Time Out,"Not by any means the masterpiece of fond memory or reputation, although the first twenty minutes are astonishingly fluid and brilliantly shot by Karl Freund.",2006-01-26 00:00:00,18413,Dracula
Mordaunt Hall,fresh,0021814,http://movies.nytimes.com/movie/review?res=950DE7D61F3AEE32A25750C1A9649C946094D6CF&partner=Rotten Tomatoes,New York Times,"With Mr. Browning's imaginative direction and Mr. Lugosi's makeup and weird gestures, this picture succeeds to some extent in its grand guignol intentions.",2003-05-20 00:00:00,18413,Dracula
James Berardinelli,fresh,0021814,http://www.reelviews.net/php_review_template.php?identifier=145,ReelViews,"Dracula deserves its status as a classic, although one might be tempted to append the word 'lesser' to that label.",2000-01-01 00:00:00,18413,Dracula
Roger Ebert,fresh,0021814,http://www.rogerebert.com/reviews/great-movie-dracula-1931,Chicago Sun-Times,"Certainly it is Lugosi's performance, and the cinematography of Karl Freund, that make Tod Browning's film such an influential Hollywood picture.",2000-01-01 00:00:00,18413,Dracula
Variety Staff,rotten,0037793,http://www.variety.com/review/VE1117791783.html?categoryid=31&cs=1,Variety,A nifty thriller for the chiller trade.,2009-03-26 00:00:00,104762797,House of Dracula
,fresh,0021884,"http://www.time.com/time/magazine/article/0,9171,930046,00.html",TIME Magazine,"[Whale] did it in the Grand Guignol manner, with as many queer sounds, dark corners, false faces and cellar stairs as could possibly be inserted.",2008-10-07 00:00:00,17531,Frankenstein
Alfred Rushford Greason,fresh,0021884,http://www.variety.com/review/VE1117791080.html?categoryid=31&cs=1,Variety,"Maximum of stimulating shock is there, but the thing is handled with subtle change of pace and shift of tempo that keeps attention absorbed to a high voltage climax.",2007-09-24 00:00:00,17531,Frankenstein
Don Druker,fresh,0021884,http://onfilm.chicagoreader.com/movies/capsules/3744_FRANKENSTEIN,Chicago Reader,One of the most deservedly famous and chilling horror films of all time.,2007-06-05 00:00:00,17531,Frankenstein
,fresh,0021884,http://www.timeout.com/film/reviews/67015/frankenstein.html,Time Out,"The film is unique in Whale's work in that the horror is played absolutely straight, and it has a weird fairytale beauty not matched until Cocteau made La Belle et la Bete.",2006-01-26 00:00:00,17531,Frankenstein
Mordaunt Hall,fresh,0021884,http://movies.nytimes.com/movie/review?res=9901E5D6143DEE32A25756C0A9649D946094D6CF&partner=Rotten Tomatoes,New York Times,"A stirring grand-guignol type of picture, one that aroused so much excitement at the Mayfair yesterday that many in the audience laughed to cover their true feelings.",2003-05-20 00:00:00,17531,Frankenstein
James Berardinelli,fresh,0021884,http://www.reelviews.net/php_review_template.php?identifier=44,ReelViews,"As much as the later movies diluted the character of the Frankenstein creature, nothing could blunt the impact made by Karloff in the role of the most memorable movie monster of all time.",2000-01-01 00:00:00,17531,Frankenstein
Variety Staff,fresh,0031951,http://www.variety.com/review/VE1117795047.html?categoryid=31&cs=1,Variety,"Well mounted, nicely directed, and includes cast of capable artists.",2007-09-23 00:00:00,371354343,Son of Frankenstein
Dave Kehr,fresh,0031951,http://onfilm.chicagoreader.com/movies/capsules/9053_SON_OF_FRANKENSTEIN,Chicago Reader,"A strangely literary and leisurely monster movie, laced with amusing gothic doodles.",2007-09-23 00:00:00,371354343,Son of Frankenstein
Derek Adams,fresh,0031951,http://www.timeout.com/film/reviews/75014/son_of_frankenstein.html,Time Out,"The set, shot in a style reminiscent of the German Expressionist classics, is superb.",2006-06-24 00:00:00,371354343,Son of Frankenstein
,fresh,0034786,http://www.timeout.com/film/reviews/70160/the_ghost_of_frankenstein.html,Time Out,No masterpiece but better than its reputation ...,2006-06-24 00:00:00,770797457,Ghost of Frankenstein
Bosley Crowther,rotten,0034786,http://movies.nytimes.com/movie/review?res=9E06E1DE163CEE3BBC4C53DFB2668389659EDE&partner=Rotten Tomatoes,New York Times,The thought that he may yet return for further adventures with his body and Lugosi's sconce fills us with mortal terror. That is the most fearful prospect which the picture manages to convey.,2006-03-25 00:00:00,770797457,Ghost of Frankenstein
Variety Staff,fresh,0050280,http://www.variety.com/review/VE1117790182.html?categoryid=31&cs=1,Variety,"Peter Cushing gets every inch of drama from the leading role, making almost believable the ambitious urge and diabolical accomplishment.",2008-10-18 00:00:00,20467,The Curse of Frankenstein
,rotten,0050280,http://www.timeout.com/film/reviews/69966/the_curse_of_frankenstein.html,Time Out,The whole thing in fact looks surprisingly tacky for a film which sparked a box-office bonanza.,2006-06-24 00:00:00,20467,The Curse of Frankenstein
Bosley Crowther,rotten,0050280,http://movies.nytimes.com/movie/review?res=9401E3DE1531E63ABC4053DFBE66838C649EDE&partner=Rotten Tomatoes,New York Times,"[A] routine horror picture, which makes no particular attempt to do anything more important than scare you with corpses and blood ...",2006-03-25 00:00:00,20467,The Curse of Frankenstein
Variety Staff,fresh,0036376,http://www.variety.com/review/VE1117795046.html?categoryid=31&cs=1,Variety,It's a good entry of its type.,2009-03-26 00:00:00,104762648,Son of Dracula
A.H. Weiler,rotten,0036376,http://movies.nytimes.com/movie/review?res=9E01E2DF1538E33BBC4E53DFB7678388659EDE&partner=Rotten Tomatoes,New York Times,"Despite all the accepted props, from the lonely Southern plantation set in a miasmic bog to the squeaking bats and creaking coffins, this thriller is a pretty pallid offering.",2006-08-08 00:00:00,104762648,Son of Dracula
Geoff Andrew,rotten,0036376,http://www.timeout.com/film/reviews/75013/son_of_dracula.html,Time Out,"The script is far from wonderful, and offers Siodmak little to get his teeth into, notwithstanding a beautifully atmospheric first entry for the Count (Chaney and coffin rising from the misty depths of a lake) and an effective finale.",2006-02-09 00:00:00,104762648,Son of Dracula
